id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
226,SOTUINTEX,1/10/2020,A,A1,Confection,0.5,10950,23956,0.46,-0.04,398,28,0.15,Mehdi,2
227,SOTUINTEX,1/10/2020,A,A2,Confection,0.5,4057,23585,0.17,-0.33,382,11,0.1,Mehdi,2
228,SOTUINTEX,1/10/2020,A,A3,Confection,0.5,9646,24857,0.39,-0.11,315,31,0.06,Mehdi,2
229,SOTUINTEX,1/10/2020,B,B1,Confection,0.5,12719,26831,0.47,-0.03,262,49,0.05,Mehdi,2
230,SOTUINTEX,1/10/2020,B,B2,Confection,0.5,600,12447,0.05,-0.45,200,3,0.12,Mehdi,2
231,SOTUINTEX,1/10/2020,C,C1,Confection,0.5,14750,28832,0.51,0.01,431,34,0.07,Mehdi,2
232,SOTUINTEX,1/10/2020,C,C2,Confection,0.5,18000,27211,0.66,0.16,400,45,0.09,Mehdi,2
233,SOTUINTEX,1/10/2020,C,C3,Confection,0.5,3478,29451,0.12,-0.38,107,33,0.03,Mehdi,2
234,FINO INTER,1/10/2020,FINITION,FINITION,Lavage,0.7,6072,13440,0.45,-0.25,654,9,0.21,TAREK,2
235,FINO INTER,1/10/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9381,15840,0.59,-0.11,3230,3,0.09,TAREK,2
236,MCM,1/10/2020,MCM,MCM,Confection,0.5,18559.2,37740,0.49,-0.01,1664,11.1533,0.09,TAREK,2
237,TFG,1/10/2020,TFG,TFG,Confection,0.45,16327.9,40140,0.41,-0.04,1609,10.1478,0.09,TAREK,2
238,ATS,1/10/2020,ATS,ATS,Confection,0.4,13356.4,33285,0.4,0,1035,12.9047,0.09,TAREK,2
239,TUNITEX,1/10/2020,A2,Section 1,Confection,0.57,18033.1,33345,0.54,-0.03,1307,13.7973,0.15,TAREK,2
240,TUNITEX,1/10/2020,A2,Section 2,Confection,0.57,20747.1,34770,0.6,0.03,1532,13.5425,0.16,TAREK,2
241,TUNITEX,1/10/2020,A3,Section 1,Confection,0.57,17745.4,31575,0.56,-0.01,1242,14.2878,0.23,TAREK,2
242,TUNITEX,1/10/2020,A3,Section 2,Confection,0.57,19625.5,38010,0.52,-0.05,1124,17.4604,0.04,TAREK,2
243,TUNITEX,1/10/2020,A1,A1,Confection,0.57,22470.2,36795,0.61,0.04,1639,13.7097,0.1,TAREK,2
244,TMT,1/10/2020,M1,M1,Confection,0.57,34907,56587,0.62,0.05,2205,16,0.2,TAREK,2
245,TMT,1/10/2020,M2,Section 11,Confection,0.57,18803,28940,0.65,0.08,2429,8,0.13,TAREK,2
246,TMT,1/10/2020,M2,Section 12,Confection,0.57,17376,30346,0.57,0,2439,7,0.07,TAREK,2
247,SOTUINTEX,1/11/2020,A,A1,Confection,0.5,5760,11623,0.5,0,348,17,0.08,Mehdi,2
248,SOTUINTEX,1/11/2020,A,A2,Confection,0.5,,11596,0.33,-0.17,369,10,0.13,Mehdi,2
249,SOTUINTEX,1/11/2020,A,A3,Confection,0.5,3940,13484,0.29,-0.21,190,21,0.08,Mehdi,2
250,SOTUINTEX,1/11/2020,B,B1,Confection,0.5,8484,17342,0.49,-0.01,156,54,0.09,Mehdi,2
251,SOTUINTEX,1/11/2020,B,B2,Confection,0.5,2750,8174,0.34,-0.16,300,9,0.16,Mehdi,2
252,SOTUINTEX,1/11/2020,C,C1,Confection,0.5,8250,17589,0.47,-0.03,250,33,0.13,Mehdi,2
253,SOTUINTEX,1/11/2020,C,C2,Confection,0.5,4500,16480,0.27,-0.23,100,45,0.18,Mehdi,2
254,SOTUINTEX,1/11/2020,C,C3,Confection,0.5,8051,19563,0.41,-0.09,166,49,0.03,Mehdi,2
255,FINO INTER,1/11/2020,FINITION,FINITION,Lavage,0.7,3650,7560,0.48,-0.22,365,10,0.21,TAREK,2
256,FINO INTER,1/11/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,5801,9720,0.6,-0.1,1996,3,0,TAREK,2
257,MCM,1/11/2020,MCM,MCM,Confection,0.5,10957.2,23850,0.46,-0.04,1041,10.5257,0.11,TAREK,2
258,TFG,1/11/2020,TFG,TFG,Confection,0.45,14586.2,36315,0.4,-0.05,1352,10.7886,0.11,TAREK,2
259,ATS,1/11/2020,ATS,ATS,Confection,0.4,7380.02,21975,0.34,-0.06,563,13.1084,0.08,TAREK,2
260,TMT,1/11/2020,M1,M1,Confection,0.57,16529,33691,0.49,-0.08,2576,6,0.46,TAREK,2
261,TMT,,M2,Section 11,Confection,0.57,7432,19630,0.38,-0.19,2565,3,0.34,TAREK,2
262,TMT,1/11/2020,M2,Section 12,Confection,0.57,4595,12846,0.36,-0.21,2520,2,0.55,TAREK,2
263,POLEX,1/13/2020,P1,PG1,Confection,0.62,7068,11475,0.62,0,447,16,0.07,TAREK,3
264,POLEX,1/13/2020,P1,PG2,Confection,0.62,6067,11985,0.51,-0.11,478,13,0.07,TAREK,3
265,POLEX,1/13/2020,P1,PG3,Confection,0.62,4915,7905,0.62,0,320,15,0.07,TAREK,3
266,POLEX,1/13/2020,P1,PG4,Confection,0.62,8563,11985,0.71,0.09,370,23,0.07,TAREK,3
267,POLEX,1/13/2020,P1,PG5,Confection,0.62,6818,11220,0.61,-0.01,335,20,0.07,TAREK,3
268,POLEX,1/13/2020,P1,PG6,Confection,0.62,3842,10710,0.36,-0.26,204,19,0.07,TAREK,3
269,POLEX,1/13/2020,P2,TG1,Confection,0.62,7069,10710,0.66,0.04,399,18,0.1,TAREK,3
270,POLEX,1/13/2020,P2,TG2,Confection,0.62,7008,10620,0.66,0.04,236,30,0.1,TAREK,3
271,POLEX,1/13/2020,P2,TG4,Confection,0.62,4758,9270,0.51,-0.11,468,10,0.1,TAREK,3
272,POLEX,1/13/2020,P2,TG5,Confection,0.62,734,10050,0.07,-0.55,50,15,0.1,TAREK,3
273,POLEX,1/13/2020,P2,TG6,Confection,0.62,3522,10410,0.34,-0.28,304,12,0.1,TAREK,3
274,SOTUINTEX,1/13/2020,A,A1,Confection,0.5,14652,24746,0.59,0.09,623,24,0.08,Mehdi,3
275,SOTUINTEX,1/13/2020,A,A2,Confection,0.5,9966,22942,0.43,-0.07,376,27,0.08,Mehdi,3
276,SOTUINTEX,1/13/2020,A,A3,Confection,0.5,5460,24047,0.23,-0.27,210,26,0.06,Mehdi,3
277,SOTUINTEX,1/13/2020,B,B1,Confection,0.5,21760,14189,1.53,1.03,340,64,0.04,Mehdi,3
278,SOTUINTEX,1/13/2020,B,B2,Confection,0.5,6471,13352,0.48,-0.02,536,12,0.07,Mehdi,3
279,SOTUINTEX,1/13/2020,B,B3,Confection,0.5,3675,12565,0.29,-0.21,150,25,0.2,Mehdi,3
280,SOTUINTEX,1/13/2020,C,C1,Confection,0.5,12019,29290,0.41,-0.09,361,33,0.04,Mehdi,3
281,SOTUINTEX,1/13/2020,C,C2,Confection,0.5,16695,25588,0.65,0.15,371,45,0.12,Mehdi,3
282,SOTUINTEX,1/13/2020,C,C3,Confection,0.5,7275,30725,0.24,-0.26,150,49,0.02,Mehdi,3
283,FINO INTER,1/13/2020,FINITION,FINITION,Lavage,0.7,10256,12960,0.79,0.09,1072,10,0.26,TAREK,3
284,FINO INTER,1/13/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,11450,17280,0.66,-0.04,3732,3,0,TAREK,3
285,MCM,1/13/2020,MCM,MCM,Confection,0.5,16545.6,35910,0.46,-0.04,1517,10.9068,0.13,TAREK,3
286,TFG,1/13/2020,TFG,TFG,Confection,0.45,14806.7,39300,0.38,-0.07,1412,10.4863,0.13,TAREK,3
287,ATS,1/13/2020,ATS,ATS,Confection,0.4,10810.7,34380,0.31,-0.09,845,12.7937,0.06,TAREK,3
288,TUNITEX,1/13/2020,A2,Section 1,Confection,0.57,14843.5,30720,0.48,-0.09,1086,13.6681,0.2,TAREK,3
289,TUNITEX,1/13/2020,A2,Section 2,Confection,0.57,15841.5,29580,0.54,-0.03,1113,14.2332,0.31,TAREK,3
290,TUNITEX,1/13/2020,A3,Section 1,Confection,0.57,16908.8,28230,0.6,0.03,1230,13.747,0.32,TAREK,3
291,TUNITEX,1/13/2020,A3,Section 2,Confection,0.57,17026.2,37440,0.45,-0.12,1246,13.6647,0.1,TAREK,3
292,TUNITEX,1/13/2020,A1,A1,Confection,0.57,21242,35505,0.6,0.03,1674,12.6894,0.16,TAREK,3
293,TMT,1/13/2020,M1,M1,Confection,0.57,34413,54524,0.63,0.06,2282,15,0.19,TAREK,3
294,TMT,1/13/2020,M2,Section 11,Confection,0.57,15648,26310,0.59,0.02,2404,7,0.22,TAREK,3
295,TMT,1/13/2020,M2,Section 12,Confection,0.57,7577,21220,0.36,-0.21,2441,3,0.37,TAREK,3
296,POLEX,1/14/2020,P1,PG1,Confection,0.62,7073,11475,0.62,0,447,16,0.06,TAREK,3
297,POLEX,1/14/2020,P1,PG2,Confection,0.62,6393,12000,0.53,-0.09,498,13,0.06,TAREK,3
298,POLEX,1/14/2020,P1,PG3,Confection,0.62,5376,7845,0.69,0.07,350,15,0.06,TAREK,3
299,POLEX,1/14/2020,P1,PG4,Confection,0.62,8331,11865,0.7,0.08,360,23,0.06,TAREK,3
300,POLEX,1/14/2020,P1,PG5,Confection,0.62,7286,11103,0.66,0.04,358,20,0.06,TAREK,3
301,POLEX,1/14/2020,P1,PG6,Confection,0.62,4024,11082,0.36,-0.26,232,17,0.06,TAREK,3
302,POLEX,1/14/2020,P2,TG1,Confection,0.62,7211,11220,0.64,0.02,407,18,0.05,TAREK,3
303,POLEX,1/14/2020,P2,TG2,Confection,0.62,7275,11400,0.64,0.02,245,30,0.05,TAREK,3
304,POLEX,1/14/2020,P2,TG4,Confection,0.62,4577,9180,0.5,-0.12,460,10,0.05,TAREK,3
305,POLEX,1/14/2020,P2,TG5,Confection,0.62,1001,10395,0.1,-0.52,63,16,0.05,TAREK,3
306,POLEX,1/14/2020,P2,TG6,Confection,0.62,3421,10155,0.34,-0.28,208,16,0.05,TAREK,3
307,POLEX,1/15/2020,P1,PG1,Confection,0.62,6407,10710,0.6,-0.02,439,15,0.08,TAREK,3
308,POLEX,1/15/2020,P1,PG2,Confection,0.62,5161,11220,0.46,-0.16,411,13,0.08,TAREK,3
309,POLEX,1/15/2020,P1,PG3,Confection,0.62,3400,7335,0.46,-0.16,220,15,0.08,TAREK,3
310,POLEX,,P1,PG4,Confection,0.62,7845,11865,0.66,0.04,339,23,0.08,TAREK,3
311,POLEX,1/15/2020,P1,PG5,Confection,0.62,7306,11010,0.66,0.04,359,20,0.08,TAREK,3
312,POLEX,1/15/2020,P1,PG6,Confection,0.62,4389,11730,0.37,-0.25,212,21,0.08,TAREK,3
313,POLEX,1/15/2020,P2,TG1,Confection,0.62,7300,11220,0.65,0.03,412,18,0.07,TAREK,3
314,POLEX,1/15/2020,P2,TG2,Confection,0.62,7127,10965,0.65,0.03,240,30,0.07,TAREK,3
315,POLEX,1/15/2020,P2,TG4,Confection,0.62,4039,8760,0.46,-0.16,412,10,0.07,TAREK,3
316,POLEX,1/15/2020,P2,TG5,Confection,0.62,2875,9630,0.3,-0.32,182,16,0.07,TAREK,3
317,POLEX,1/15/2020,P2,TG6,Confection,0.62,6245,10286,0.61,-0.01,332,19,0.07,TAREK,3
318,SOTUINTEX,1/15/2020,A,A1,Confection,0.5,12789,24718,0.52,0.02,417,31,0.1,Mehdi,3
319,SOTUINTEX,1/15/2020,A,A2,Confection,0.5,11795,24362,0.48,-0.02,655,18,0.06,Mehdi,3
320,SOTUINTEX,1/15/2020,A,A3,Confection,0.5,4140,25435,0.16,-0.34,270,15,0.04,Mehdi,3
321,SOTUINTEX,1/15/2020,B,B1,Confection,0.5,8960,13661,0.66,0.16,140,64,0.08,Mehdi,3
322,SOTUINTEX,1/15/2020,B,B2,Confection,0.5,4086,13931,0.29,-0.21,524,8,0.04,Mehdi,3
323,SOTUINTEX,1/15/2020,B,B3,Confection,0.5,0,13163,0,-0.5,0,0,0.15,Mehdi,3
324,SOTUINTEX,1/15/2020,C,C1,Confection,0.5,10071,28502,0.35,-0.15,207,49,0.05,Mehdi,3
325,SOTUINTEX,1/15/2020,C,C2,Confection,0.5,18000,25898,0.7,0.2,400,45,0.16,Mehdi,3
326,SOTUINTEX,1/15/2020,C,C3,Confection,0.5,8904,29915,0.3,-0.2,336,27,0.05,Mehdi,3
327,FINO INTER,1/15/2020,FINITION,FINITION,Lavage,0.7,10450,13920,0.75,0.05,1045,10,0.17,TAREK,3
328,FINO INTER,1/15/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,8620,15840,0.54,-0.16,3034,3,0.09,TAREK,3
329,MCM,1/15/2020,MCM,MCM,Confection,0.5,13863.4,36915,0.38,-0.12,1080,12.8364,0.11,TAREK,3
330,TFG,1/15/2020,TFG,TFG,Confection,0.45,15977,39045,0.41,-0.04,1566,10.2024,0.11,TAREK,3
331,ATS,1/15/2020,ATS,ATS,Confection,0.4,11698.8,33135,0.35,-0.05,883,13.2489,0.1,TAREK,3
332,TUNITEX,1/15/2020,A2,Section 1,Confection,0.57,16623.8,31155,0.53,-0.04,1156,14.3804,0.2,TAREK,3
333,TUNITEX,1/15/2020,A2,Section 2,Confection,0.57,16380.4,32520,0.5,-0.07,1210,13.5375,0.21,TAREK,3
334,TUNITEX,1/15/2020,A3,Section 1,Confection,0.57,20280,33450,0.61,0.04,1577,12.8599,0.21,TAREK,3
335,TUNITEX,1/15/2020,A3,Section 2,Confection,0.57,16852.6,36330,0.46,-0.11,1414,11.9184,0.12,TAREK,3
336,TUNITEX,1/15/2020,A1,A1,Confection,0.57,22071,37740,0.58,0.01,1768,12.4836,0.09,TAREK,3
337,TMT,1/15/2020,M1,M1,Confection,0.57,35223,57659,0.61,0.04,2435,14,0.18,TAREK,3
338,TMT,1/15/2020,M2,Section 11,Confection,0.57,17316,29108,0.59,0.02,2604,7,0.15,TAREK,3
339,TMT,1/15/2020,M2,Section 12,Confection,0.57,11618,28561,0.41,-0.16,2600,4,0.14,TAREK,3
340,POLEX,,P1,PG1,Confection,0.62,6418,10395,0.62,0,434,15,0.11,TAREK,3
341,POLEX,1/16/2020,P1,PG2,Confection,0.62,5435,11220,0.48,-0.14,450,12,0.11,TAREK,3
342,POLEX,1/16/2020,P1,PG3,Confection,0.62,4336,7590,0.57,-0.05,280,15,0.11,TAREK,3
343,POLEX,1/16/2020,P1,PG4,Confection,0.62,2083,10845,0.19,-0.43,90,23,0.11,TAREK,3
344,POLEX,1/16/2020,P1,PG5,Confection,0.62,7164,10965,0.65,0.03,352,20,0.11,TAREK,3
345,POLEX,1/16/2020,P1,PG6,Confection,0.62,4610,11220,0.41,-0.21,213,22,0.11,TAREK,3
346,POLEX,1/16/2020,P2,TG1,Confection,0.62,7057,10965,0.64,0.02,388,18,0.07,TAREK,3
347,POLEX,1/16/2020,P2,TG2,Confection,0.62,7117,10965,0.65,0.03,240,30,0.07,TAREK,3
348,POLEX,1/16/2020,P2,TG4,Confection,0.62,5501,9180,0.6,-0.02,536,10,0.07,TAREK,3
349,POLEX,1/16/2020,P2,TG5,Confection,0.62,3621,10200,0.36,-0.27,228,16,0.07,TAREK,3
350,POLEX,1/16/2020,P2,TG6,Confection,0.62,6339,10155,0.62,0,337,19,0.07,TAREK,3
351,SOTUINTEX,1/16/2020,A,A1,Confection,0.5,9428,24478,0.39,-0.11,387,24,0.1,Mehdi,3
352,SOTUINTEX,1/16/2020,A,A2,Confection,0.5,11246,23273,0.48,-0.02,645,17,0.1,Mehdi,3
353,SOTUINTEX,1/16/2020,A,A3,Confection,0.5,5668,23859,0.24,-0.26,352,16,0.08,Mehdi,3
354,SOTUINTEX,1/16/2020,B,B1,Confection,0.5,6400,13735,0.47,-0.03,100,64,0.04,Mehdi,3
355,SOTUINTEX,1/16/2020,B,B2,Confection,0.5,3756,13513,0.28,-0.22,333,11,0.07,Mehdi,3
356,SOTUINTEX,1/16/2020,B,B3,Confection,0.5,3675,12811,0.29,-0.21,150,25,0.15,Mehdi,3
357,SOTUINTEX,1/16/2020,C,C1,Confection,0.5,3150,28294,0.11,-0.39,100,32,0.09,Mehdi,3
358,SOTUINTEX,1/16/2020,C,C2,Confection,0.5,12150,23583,0.52,0.02,270,45,0.28,Mehdi,3
359,SOTUINTEX,1/16/2020,C,C3,Confection,0.5,4704,25732,0.18,-0.32,147,32,0.17,Mehdi,3
360,FINO INTER,1/16/2020,FINITION,FINITION,Lavage,0.7,9138,11520,0.79,0.09,1038,9,0.42,TAREK,3
361,FINO INTER,1/16/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,12298,16320,0.75,0.05,4301,3,0.06,TAREK,3
362,MCM,1/16/2020,MCM,MCM,Confection,0.5,15424,38475,0.4,-0.1,1170,13.1829,0.07,TAREK,3
363,TFG,1/16/2020,TFG,TFG,Confection,0.45,16250.4,37800,0.43,-0.02,1598,10.1692,0.08,TAREK,3
364,ATS,1/16/2020,ATS,ATS,Confection,0.4,11307.6,32040,0.35,-0.05,859,13.1637,0.13,TAREK,3
365,TUNITEX,1/16/2020,A2,Section 1,Confection,0.57,17499.7,33540,0.52,-0.05,1198,14.6074,0.16,TAREK,3
366,TUNITEX,1/16/2020,A2,Section 2,Confection,0.57,16831.8,33540,0.5,-0.07,1247,13.4979,0.2,TAREK,3
367,TUNITEX,1/16/2020,A3,Section 1,Confection,0.57,20314.2,33705,0.6,0.03,1599,12.7043,0.23,TAREK,3
368,TUNITEX,1/16/2020,A3,Section 2,Confection,0.57,20297.1,38160,0.53,-0.04,1370,14.8154,0.07,TAREK,3
369,TUNITEX,1/16/2020,A1,A1,Confection,0.57,20209.7,36570,0.55,-0.02,1555,12.9966,0.11,TAREK,3
370,TMT,1/16/2020,M1,M1,Confection,0.57,35341,58766,0.6,0.03,2096,17,0.16,TAREK,3
371,TMT,1/16/2020,M2,Section 11,Confection,0.57,15410,29417,0.52,-0.05,1892,8,0.14,Manizia,3
372,TMT,1/16/2020,M2,Section 12,Confection,0.57,14247,29584,0.48,-0.09,2502,6,0.11,Manizia,3
373,POLEX,1/17/2020,P1,PG1,Confection,0.62,6519,10905,0.6,-0.02,415,16,0.09,TAREK,3
374,POLEX,1/17/2020,P1,PG2,Confection,0.62,4442,11730,0.38,-0.24,312,14,0.09,TAREK,3
375,POLEX,1/17/2020,P1,PG3,Confection,0.62,3500,7335,0.48,-0.14,226,15,0.09,TAREK,3
376,POLEX,1/17/2020,P1,PG4,Confection,0.62,1388,11355,0.12,-0.5,60,23,0.09,TAREK,3
377,POLEX,1/17/2020,P1,PG5,Confection,0.62,7327,10815,0.68,0.06,360,20,0.09,TAREK,3
378,POLEX,1/17/2020,P1,PG6,Confection,0.62,4220,11580,0.36,-0.26,195,22,0.09,TAREK,3
379,POLEX,1/17/2020,P2,TG1,Confection,0.62,7246,11220,0.65,0.03,406,18,0.07,TAREK,3
380,POLEX,1/17/2020,P2,TG2,Confection,0.62,7117,11085,0.64,0.02,240,30,0.07,TAREK,3
381,POLEX,1/17/2020,P2,TG4,Confection,0.62,4413,10200,0.43,-0.19,426,10,0.07,TAREK,3
382,POLEX,1/17/2020,P2,TG5,Confection,0.62,4082,9990,0.41,-0.21,257,16,0.07,TAREK,3
383,POLEX,1/17/2020,P2,TG6,Confection,0.62,5173,9660,0.54,-0.08,275,19,0.07,TAREK,3
384,SOTUINTEX,1/17/2020,A,A1,Confection,0.5,6575,23234,0.28,-0.22,445,15,0.12,Mehdi,3
385,SOTUINTEX,1/17/2020,A,A2,Confection,0.5,11140,23211,0.48,-0.02,722,15,0.1,Mehdi,3
386,SOTUINTEX,1/17/2020,A,A3,Confection,0.5,8300,23058,0.36,-0.14,450,18,0.13,Mehdi,3
387,SOTUINTEX,1/17/2020,B,B1,Confection,0.5,6400,14222,0.45,-0.05,100,64,0.04,Mehdi,3
388,SOTUINTEX,1/17/2020,B,B2,Confection,0.5,4602,13345,0.34,-0.16,338,14,0.07,Mehdi,3
389,SOTUINTEX,1/17/2020,B,B3,Confection,0.5,0,13750,0,-0.5,0,0,0.11,Mehdi,3
390,SOTUINTEX,1/17/2020,C,C1,Confection,0.5,15750,26601,0.59,0.09,500,32,0.13,Mehdi,3
391,SOTUINTEX,1/17/2020,C,C2,Confection,0.5,15345,25029,0.61,0.11,341,45,0.18,Mehdi,3
392,SOTUINTEX,1/17/2020,C,C3,Confection,0.5,14242,28270,0.5,0,428,33,0.11,Mehdi,3
393,FINO INTER,1/17/2020,FINITION,FINITION,Lavage,0.7,7540,12480,0.6,-0.1,754,10,0.31,TAREK,3
394,FINO INTER,1/17/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,13962,17280,0.81,0.11,4418,3,0,TAREK,3
395,MCM,1/17/2020,MCM,MCM,Confection,0.5,16578.4,37860,0.44,-0.06,1380,12.0133,0.08,TAREK,3
396,TFG,1/17/2020,TFG,TFG,Confection,0.45,16658.9,41625,0.4,-0.05,1611,10.3407,0.05,TAREK,3
397,ATS,1/17/2020,ATS,ATS,Confection,0.4,11426.6,33255,0.34,-0.06,867,13.1795,0.09,TAREK,3
398,TUNITEX,1/17/2020,A2,Section 1,Confection,0.57,16745.2,33120,0.51,-0.06,1117,14.9912,0.12,TAREK,3
399,TUNITEX,1/17/2020,A2,Section 2,Confection,0.57,16530.2,35160,0.47,-0.1,1490,11.0941,0.15,TAREK,3
400,TUNITEX,1/17/2020,A3,Section 1,Confection,0.57,19014.4,33675,0.56,-0.01,1544,12.315,0.22,TAREK,3
401,TUNITEX,1/17/2020,A3,Section 2,Confection,0.57,21734.9,38760,0.56,-0.01,1514,14.356,0.07,TAREK,3
402,TUNITEX,1/17/2020,A1,A1,Confection,0.57,20962.2,37620,0.56,-0.01,1576,13.3009,0.11,TAREK,3
403,TMT,1/17/2020,M1,M1,Confection,0.57,37238,59782,0.62,0.05,2515,15,0.14,Manizia,3
404,TMT,1/17/2020,M2,Section 11,Confection,0.57,14922,29396,0.51,-0.06,2512,6,0.16,Manizia,3
405,TMT,1/17/2020,M2,Section 12,Confection,0.57,15661,29426,0.53,-0.04,2463,6,0.15,Manizia,3
406,SOTUINTEX,1/18/2020,A,A1,Confection,0.5,5459,13415,0.41,-0.09,361,15,0.08,Mehdi,3
407,SOTUINTEX,1/18/2020,A,A2,Confection,0.5,3395,13532,0.25,-0.25,100,34,0.08,Mehdi,3
408,SOTUINTEX,1/18/2020,A,A3,Confection,0.5,3904,14237,0.27,-0.23,170,23,0.1,Mehdi,3
409,SOTUINTEX,1/18/2020,B,B1,Confection,0.5,4800,9295,0.52,0.02,80,60,0.04,Mehdi,3
410,SOTUINTEX,1/18/2020,B,B2,Confection,0.5,1800,9214,0.2,-0.3,200,9,0.04,Mehdi,3
411,SOTUINTEX,1/18/2020,B,B3,Confection,0.5,3564,8898,0.4,-0.1,108,33,0.11,Mehdi,3
412,SOTUINTEX,1/18/2020,C,C1,Confection,0.5,7560,18679,0.4,-0.1,240,32,0.07,Mehdi,3
413,SOTUINTEX,1/18/2020,C,C2,Confection,0.5,0,16644,0,-0.5,0,0,0.2,Mehdi,3
414,SOTUINTEX,1/18/2020,C,C3,Confection,0.5,0,18598,0,-0.5,0,0,0.09,Mehdi,3
415,FINO INTER,1/18/2020,FINITION,FINITION,Lavage,0.7,3180,12960,0.25,-0.45,318,10,0.26,TAREK,3
416,FINO INTER,1/18/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,9836,16320,0.6,-0.1,2818,3,0.06,TAREK,3
417,MCM,1/18/2020,MCM,MCM,Confection,0.5,12041.8,24555,0.49,-0.01,959,12.5566,0.08,TAREK,3
418,TFG,1/18/2020,TFG,TFG,Confection,0.45,8391.84,26640,0.32,-0.14,792,10.5958,0.06,TAREK,3
419,ATS,1/18/2020,ATS,ATS,Confection,0.4,7408.02,21225,0.35,-0.05,561,13.205,0.09,TAREK,3
420,TUNITEX,1/18/2020,A2,Section 1,Confection,0.57,11824,20415,0.58,0.01,791,14.9482,0.11,TAREK,3
421,TUNITEX,1/18/2020,A2,Section 2,Confection,0.57,11678.9,20730,0.56,-0.01,1136,10.2807,0.17,TAREK,3
422,TUNITEX,1/18/2020,A3,Section 1,Confection,0.57,11779.1,21675,0.54,-0.03,1235,9.53771,0.17,TAREK,3
423,TUNITEX,1/18/2020,A3,Section 2,Confection,0.57,11704.8,23445,0.5,-0.07,789,14.835,0.06,TAREK,3
424,TUNITEX,1/18/2020,A1,A1,Confection,0.57,13728.2,23535,0.58,0.01,1046,13.1244,0.07,TAREK,3
425,TMT,1/18/2020,M1,M1,Confection,0.57,32244,50967,0.63,0.06,2079,16,0.16,Manizia,3
426,TMT,1/18/2020,M2,Section 11,Confection,0.57,14198,25521,0.56,-0.01,765,19,0.16,TAREK,3
427,TMT,1/18/2020,M2,Section 12,Confection,0.57,12682,26324,0.48,-0.09,910,14,0.11,TAREK,3
428,POLEX,1/20/2020,P1,PG1,Confection,0.62,6652,10710,0.62,0,443,15,0.09,TAREK,4
429,POLEX,1/20/2020,P1,PG2,Confection,0.62,5008,10710,0.47,-0.15,348,14,0.09,TAREK,4
430,POLEX,1/20/2020,P1,PG3,Confection,0.62,2788,6405,0.44,-0.18,180,15,0.09,TAREK,4
431,POLEX,1/20/2020,P1,PG4,Confection,0.62,6525,12060,0.54,-0.08,280,23,0.09,TAREK,4
432,POLEX,1/20/2020,P1,PG5,Confection,0.62,7123,11475,0.62,0,350,20,0.09,TAREK,4
433,POLEX,1/20/2020,P1,PG6,Confection,0.62,5281,11700,0.45,-0.17,244,22,0.09,TAREK,4
434,POLEX,1/20/2020,P2,TG1,Confection,0.62,6980,10350,0.67,0.05,395,18,0.08,TAREK,4
435,POLEX,1/20/2020,P2,TG2,Confection,0.62,7087,10710,0.66,0.04,239,30,0.08,TAREK,4
436,POLEX,1/20/2020,P2,TG4,Confection,0.62,4245,8925,0.48,-0.14,383,11,0.08,TAREK,4
437,POLEX,1/20/2020,P2,TG5,Confection,0.62,3844,10710,0.36,-0.26,242,16,0.08,TAREK,4
438,POLEX,1/20/2020,P2,TG6,Confection,0.62,5210,10200,0.51,-0.11,277,19,0.08,TAREK,4
439,SOTUINTEX,1/20/2020,A,A1,Confection,0.5,10128,22448,0.45,-0.05,482,21,0.1,Mehdi,4
440,SOTUINTEX,1/20/2020,A,A2,Confection,0.5,6183,21813,0.28,-0.22,265,23,0.18,Mehdi,4
441,SOTUINTEX,1/20/2020,A,A3,Confection,0.5,5988,22137,0.27,-0.23,298,20,0.15,Mehdi,4
442,SOTUINTEX,1/20/2020,B,B1,Confection,0.5,6000,16292,0.37,-0.13,100,60,0.06,Mehdi,4
443,SOTUINTEX,1/20/2020,B,B2,Confection,0.5,5668,14225,0.4,-0.1,421,13,0.14,Mehdi,4
444,SOTUINTEX,1/20/2020,B,B3,Confection,0.5,3300,8761,0.38,-0.12,100,33,0.21,Mehdi,4
445,SOTUINTEX,1/20/2020,C,C1,Confection,0.5,10773,27908,0.39,-0.11,342,32,0.17,Mehdi,4
446,SOTUINTEX,1/20/2020,C,C2,Confection,0.5,7350,26980,0.27,-0.23,150,49,0.16,Mehdi,4
447,SOTUINTEX,1/20/2020,C,C3,Confection,0.5,18900,30353,0.62,0.12,450,42,0.03,Mehdi,4
448,FINO INTER,1/20/2020,FINITION,FINITION,Lavage,0.7,7983,12480,0.64,-0.06,972,8,0.26,TAREK,4
449,FINO INTER,1/20/2020,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,11458,13440,0.85,0.15,3023,4,0.06,TAREK,4
450,MCM,1/20/2020,MCM,MCM,Confection,0.5,18414.3,38070,0.48,-0.02,1424,12.9314,0.08,TAREK,4
