id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
15100,FINO INTER,9/24/2021,FINITION,FINITION,Lavage,0.7,2763,8640,0.32,-0.38,431,6.41067,0.28,Mohamed,38
15101,FINO INTER,9/24/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,6769,12480,0.54,-0.16,3003,2.25408,0.07,Mohamed,38
15102,FINO INTER,9/24/2021,Lavage,Lavage,Lavage,0.6,928,3360,0.28,-0.32,691,1.34298,0.1,Mohamed,38
15103,FINO INTER,9/24/2021,Teinture,Teinture,Lavage,0.6,283,2880,0.1,-0.5,124,2.28226,0.13,Mohamed,38
15104,FINO INTER,9/25/2021,FINITION,FINITION,Lavage,0.7,1373,5280,0.26,-0.44,269,5.10409,0.24,Mohamed,38
15105,FINO INTER,9/25/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,3016,6480,0.47,-0.23,1123,2.68566,0.04,Mohamed,38
15106,FINO INTER,9/25/2021,Lavage,Lavage,Lavage,0.6,444,1560,0.28,-0.32,419,1.05967,0.2,Mohamed,38
15107,FINO INTER,9/25/2021,Teinture,Teinture,Lavage,0.6,283,1890,0.15,-0.45,101,2.80198,0,Mohamed,38
15108,SOTUINTEX,9/25/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,0,315,0,0,SOTUNITEX,38
15109,SOTUINTEX,9/25/2021,A,A1,Confection,0.53,5336,10147,0.53,0,116,46,0.05,SOTUNITEX,38
15110,SOTUINTEX,9/25/2021,A,A2,Confection,0.51,5382,10473,0.51,0,117,46,0.02,SOTUNITEX,38
15111,SOTUINTEX,9/25/2021,A,A3,Confection,0.58,5382,9211,0.58,0,117,46,0.03,SOTUNITEX,38
15112,SOTUINTEX,9/25/2021,B,B1,Confection,0.5,6060,16308,0.37,-0.13,356,17.0225,0.04,SOTUNITEX,38
15113,SOTUINTEX,9/25/2021,B,B2,Confection,0.71,3619,5085,0.71,0,274,13.208,0.09,SOTUNITEX,38
15114,SOTUINTEX,9/25/2021,C,C1,Confection,0.5,5625,16951,0.33,-0.17,150,37.5,0.04,SOTUNITEX,38
15115,SOTUINTEX,9/25/2021,C,C2,Confection,0.56,8700,15430,0.56,0,300,29,0.03,SOTUNITEX,38
15116,SOTUINTEX,9/25/2021,C,C3,Confection,0.71,10991,15376,0.71,0,379,29,0.06,SOTUNITEX,38
15117,TMT,9/27/2021,M1,S2,Confection,0.63,29616,49148,0.6,-0.03,2366,12.5173,0.13,Farah,39
15118,TMT,9/27/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Farah,39
15119,TMT,9/27/2021,M2,Section 11 Petit Bateau,Confection,0.55,15821.9,33775,0.47,-0.08,1822,8.68381,0.16,Farah,39
15120,TMT,9/27/2021,M2,Section 12,Confection,0.59,23268,39077,0.6,0,1977,11.7693,0.17,Farah,39
15121,TUNITEX,9/27/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Maysa,39
15122,TUNITEX,9/27/2021,A2,Section 1,Confection,0.6,18164,36020,0.5,-0.1,2249,8.07648,0.16,Maysa,39
15123,TUNITEX,9/27/2021,A2,Section 2,Confection,0.6,17923,33775,0.53,-0.07,1907,9.39853,0.19,Maysa,39
15124,TUNITEX,9/27/2021,A3,Section 1,Confection,0.6,19811,35145,0.56,-0.04,1478,13.4039,0.17,Maysa,39
15125,TUNITEX,9/27/2021,A3,Section 2,Confection,0.6,15247,34455,0.44,-0.16,1804,8.45177,0.17,Maysa,39
15126,MCM,9/27/2021,MCM,MCM,Confection,0.54,14197,29670,0.48,-0.06,1174,12.0928,0.24,Maysa,39
15127,TFG,9/27/2021,TFG,TFG,Confection,0.5,15724,36030,0.44,-0.06,1733,9.07328,0.15,Maysa,39
15128,ATS,9/27/2021,ATS,ATS,Confection,0.63,18575,34043,0.55,-0.08,1460,12.7226,0.12,Maysa,39
15129,SOTUINTEX,9/27/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,0,1628,0,0,SOTUNITEX,39
15130,SOTUINTEX,9/27/2021,A,A1,Confection,0.61,11638,18995,0.61,0,253,46,0.08,SOTUNITEX,39
15131,SOTUINTEX,9/27/2021,A,A2,Confection,0.58,11684,20045,0.58,0,254,46,0.04,SOTUNITEX,39
15132,SOTUINTEX,9/27/2021,A,A3,Confection,0.73,11776,16156,0.73,0,256,46,0.01,SOTUNITEX,39
15133,SOTUINTEX,9/27/2021,B,B1,Confection,0.5,7000,24919,0.28,-0.22,200,35,0.07,SOTUNITEX,39
15134,SOTUINTEX,9/27/2021,B,B2,Confection,0.81,6173,7623,0.81,0,291,21.2131,0.17,SOTUNITEX,39
15135,SOTUINTEX,9/27/2021,C,C1,Confection,0.5,8502,26567,0.32,-0.18,212,40.1038,0.06,SOTUNITEX,39
15136,SOTUINTEX,9/27/2021,C,C2,Confection,0.57,14732,25772,0.57,0,508,29,0.03,SOTUNITEX,39
15137,SOTUINTEX,9/27/2021,C,C3,Confection,0.7,17342,24818,0.7,0,598,29,0.08,SOTUNITEX,39
15138,TMT,9/28/2021,M1,S2,Confection,0.63,29100,51155,0.57,-0.06,2327,12.5054,0.1,Farah,39
15139,TMT,9/28/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Farah,39
15140,TMT,9/28/2021,M2,Section 11 Petit Bateau,Confection,0.55,17081,35280,0.48,-0.07,1817,9.40066,0.13,Farah,39
15141,TMT,9/28/2021,M2,Section 12,Confection,0.59,24806,41028,0.6,0.01,2094,11.8462,0.13,Farah,39
15142,TUNITEX,9/28/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Maysa,39
15143,TUNITEX,9/28/2021,A2,Section 1,Confection,0.6,20211,36840,0.55,-0.05,2275,8.88396,0.13,Maysa,39
15144,TUNITEX,9/28/2021,A2,Section 2,Confection,0.6,15536,34270,0.45,-0.15,1644,9.45012,0.17,Maysa,39
15145,TUNITEX,9/28/2021,A3,Section 1,Confection,0.6,18524,35625,0.52,-0.08,1533,12.0835,0.15,Maysa,39
15146,TUNITEX,9/28/2021,A3,Section 2,Confection,0.6,19404,36195,0.54,-0.06,2476,7.83683,0.14,Maysa,39
15147,MCM,9/28/2021,MCM,MCM,Confection,0.54,16442,31110,0.53,-0.01,1325,12.4091,0.18,Maysa,39
15148,TFG,9/28/2021,TFG,TFG,Confection,0.5,15209,36750,0.41,-0.09,1407,10.8095,0.13,Maysa,39
15149,ATS,9/28/2021,ATS,ATS,Confection,0.63,23232,37460,0.62,-0.01,1589,14.6205,0.06,Maysa,39
15150,SOTUINTEX,9/28/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,297.708,480,0.62,-0.13,1627,0.18298,0,SOTUNITEX,39
15151,SOTUINTEX,9/28/2021,A,A1,Confection,0.58,10534,18171,0.58,0,229,46,0.08,SOTUNITEX,39
15152,SOTUINTEX,9/28/2021,A,A2,Confection,0.58,10534,18171,0.58,0,229,46,0.02,SOTUNITEX,39
15153,SOTUINTEX,9/28/2021,A,A3,Confection,0.54,10580,19688,0.54,0,230,46,0.01,SOTUNITEX,39
15154,SOTUINTEX,9/28/2021,B,B1,Confection,0.5,8581,20885,0.41,-0.09,218,39.3624,0.05,SOTUNITEX,39
15155,SOTUINTEX,9/28/2021,B,B2,Confection,0.67,5490,8160,0.67,0,183,30,0.13,SOTUNITEX,39
15156,SOTUINTEX,9/28/2021,C,C1,Confection,0.5,12750,28081,0.45,-0.05,250,51,0.03,SOTUNITEX,39
15157,SOTUINTEX,9/28/2021,C,C2,Confection,0.67,16240,24148,0.67,0,560,29,0.06,SOTUNITEX,39
15158,SOTUINTEX,9/28/2021,C,C3,Confection,0.54,14065,25844,0.54,0,551,25.5263,0.05,SOTUNITEX,39
15159,POLEX,8/6/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13800,19440,0.71,-0.04,5681,2.42915,0,NADIA,31
15160,POLEX,8/6/2021,P1,PG1,Confection,0.7,7215.6,10800,0.67,-0.03,406,17.7724,0.05,NADIA,31
15161,POLEX,8/6/2021,P1,PG2,Confection,0.7,6393.6,10710,0.6,-0.1,527,12.1321,0.05,NADIA,31
15162,POLEX,8/6/2021,P1,PG3,Confection,0.65,2301.6,6000,0.38,-0.27,208,11.0654,0.05,NADIA,31
15163,POLEX,8/6/2021,P1,PG4,Confection,0.7,8424,12000,0.7,0,702,12,0.05,NADIA,31
15164,POLEX,8/6/2021,P1,PG5,Confection,0.7,8100,12060,0.67,-0.03,687,11.7904,0.05,NADIA,31
15165,POLEX,8/6/2021,P1,PG6,Confection,0.7,8123.4,13335,0.61,-0.09,689,11.7901,0.05,NADIA,31
15166,POLEX,8/6/2021,P2,TG1,Confection,0.7,8711.4,12420,0.7,0,493,17.6702,0.11,NADIA,31
15167,POLEX,8/6/2021,P2,TG2,Confection,0.7,6071.4,10260,0.59,-0.11,520,11.6758,0.11,NADIA,31
15168,POLEX,8/6/2021,P2,TG3,Confection,0.7,5826.6,11728.8,0.5,-0.2,499,11.6766,0.11,NADIA,31
15169,POLEX,8/6/2021,P2,TG4,Confection,0.7,6772.2,11257.8,0.6,-0.1,580,11.6762,0.11,NADIA,31
15170,POLEX,8/6/2021,P2,TG5,Confection,0.7,4113.6,6295.8,0.65,-0.05,370,11.1178,0.11,NADIA,31
15171,POLEX,8/30/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13620,18360,0.74,-0.01,6780,2.00885,0,NADIA,35
15172,POLEX,8/30/2021,P1,PG1,Confection,0.7,7179.6,10200,0.7,0,404,17.7713,0.1,NADIA,35
15173,POLEX,8/30/2021,P1,PG2,Confection,0.7,4331.4,9180,0.47,-0.23,357,12.1328,0.1,NADIA,35
15174,POLEX,8/30/2021,P1,PG3,Confection,0.65,3097.8,6120,0.51,-0.14,280,11.0636,0.1,NADIA,35
15175,POLEX,8/30/2021,P1,PG4,Confection,0.7,7524,11985,0.63,-0.07,627,12,0.1,NADIA,35
15176,POLEX,8/30/2021,P1,PG5,Confection,0.7,5553,9435,0.59,-0.11,471,11.7898,0.1,NADIA,35
15177,POLEX,8/30/2021,P1,PG6,Confection,0.7,7593,12165,0.62,-0.08,644,11.7904,0.1,NADIA,35
15178,POLEX,8/30/2021,P2,TG1,Confection,0.7,8569.8,12240,0.7,0,485,17.6697,0.1,NADIA,35
15179,POLEX,8/30/2021,P2,TG2,Confection,0.7,5569.2,8897.4,0.63,-0.07,477,11.6755,0.1,NADIA,35
15180,POLEX,8/30/2021,P2,TG3,Confection,0.7,5184,10286.4,0.5,-0.2,444,11.6757,0.1,NADIA,35
15181,POLEX,8/30/2021,P2,TG4,Confection,0.7,5767.8,10710,0.54,-0.16,494,11.6757,0.1,NADIA,35
15182,POLEX,8/30/2021,P2,TG5,Confection,0.7,3457.8,6037.2,0.57,-0.13,311,11.1183,0.1,NADIA,35
15183,POLEX,9/1/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13500,18060,0.75,0,6749,2.0003,0,NADIA,35
15184,POLEX,9/1/2021,P1,PG1,Confection,0.7,6575.4,9450,0.7,0,370,17.7714,0.09,NADIA,35
15185,POLEX,9/1/2021,P1,PG2,Confection,0.7,6090,9510,0.64,-0.06,502,12.1315,0.09,NADIA,35
15186,POLEX,9/1/2021,P1,PG3,Confection,0.65,2080.2,5850,0.36,-0.29,188,11.0649,0.09,NADIA,35
15187,POLEX,9/1/2021,P1,PG4,Confection,0.7,7416,10575,0.7,0,618,12,0.09,NADIA,35
15188,POLEX,9/1/2021,P1,PG5,Confection,0.7,6166.2,10065,0.61,-0.09,523,11.7901,0.09,NADIA,35
15189,POLEX,9/1/2021,P1,PG6,Confection,0.7,5458.8,9450,0.58,-0.12,463,11.7901,0.09,NADIA,35
15190,POLEX,9/1/2021,P2,TG1,Confection,0.7,7068,10575,0.67,-0.03,400,17.67,0.1,NADIA,35
15191,POLEX,9/1/2021,P2,TG2,Confection,0.7,5242.8,8550,0.61,-0.09,449,11.6766,0.1,NADIA,35
15192,POLEX,9/1/2021,P2,TG3,Confection,0.7,4308.6,8880,0.49,-0.21,369,11.6764,0.1,NADIA,35
15193,POLEX,9/1/2021,P2,TG4,Confection,0.7,5149.2,8728.2,0.59,-0.11,441,11.6762,0.1,NADIA,35
15194,POLEX,9/1/2021,P2,TG5,Confection,0.7,2757,5790,0.48,-0.22,248,11.1169,0.1,NADIA,35
15195,POLEX,9/8/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13920,18900,0.74,-0.01,4927,2.82525,0,NADIA,36
15196,POLEX,9/8/2021,P1,PG1,Confection,0.7,7801.8,11220,0.7,0,439,17.7718,0.09,NADIA,36
15197,POLEX,9/8/2021,P1,PG2,Confection,0.7,6187.2,10200,0.61,-0.09,510,12.1318,0.09,NADIA,36
15198,POLEX,9/8/2021,P1,PG3,Confection,0.65,2475,6630,0.37,-0.28,232,10.6681,0.09,NADIA,36
15199,POLEX,9/8/2021,P1,PG4,Confection,0.7,8160,11700,0.7,0,680,12,0.09,NADIA,36
15200,POLEX,9/8/2021,P1,PG5,Confection,0.7,6850.2,10650,0.64,-0.06,581,11.7904,0.09,NADIA,36
15201,POLEX,9/8/2021,P1,PG6,Confection,0.7,7097.4,11985,0.59,-0.11,602,11.7897,0.09,NADIA,36
15202,POLEX,9/8/2021,P2,TG1,Confection,0.7,7350.6,10470,0.7,0,416,17.6697,0.13,NADIA,36
15203,POLEX,9/8/2021,P2,TG2,Confection,0.7,6270,11460,0.55,-0.15,537,11.676,0.13,NADIA,36
15204,POLEX,9/8/2021,P2,TG3,Confection,0.7,5733,10080,0.57,-0.13,491,11.6762,0.13,NADIA,36
15205,POLEX,9/8/2021,P2,TG4,Confection,0.7,6141.6,9180,0.67,-0.03,526,11.676,0.13,NADIA,36
15206,POLEX,9/8/2021,P2,TG5,Confection,0.7,1,5880,0,-0.7,1,1,0.13,NADIA,36
15207,POLEX,9/9/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13641,18900,0.72,-0.03,4730,2.88393,0,NADIA,36
15208,POLEX,9/9/2021,P1,PG1,Confection,0.7,7517.4,10710,0.7,0,423,17.7716,0.12,NADIA,36
15209,POLEX,9/9/2021,P1,PG2,Confection,0.7,6163.2,8745,0.7,0,508,12.1323,0.12,NADIA,36
15210,POLEX,9/9/2021,P1,PG3,Confection,0.65,2080.2,5610,0.37,-0.28,188,11.0649,0.12,NADIA,36
15211,POLEX,9/9/2021,P1,PG4,Confection,0.7,7032,11220,0.63,-0.07,586,12,0.12,NADIA,36
15212,POLEX,9/9/2021,P1,PG5,Confection,0.7,7663.8,11235,0.68,-0.02,650,11.7905,0.12,NADIA,36
15213,POLEX,9/9/2021,P1,PG6,Confection,0.7,7958.4,11940,0.67,-0.03,675,11.7902,0.12,NADIA,36
15214,POLEX,9/9/2021,P2,TG1,Confection,0.7,7774.2,12240,0.64,-0.06,545,14.2646,0.11,NADIA,36
15215,POLEX,9/9/2021,P2,TG2,Confection,0.7,6036.6,10020,0.6,-0.1,512,11.7902,0.11,NADIA,36
15216,POLEX,9/9/2021,P2,TG3,Confection,0.7,6166.2,10260,0.6,-0.1,523,11.7901,0.11,NADIA,36
15217,POLEX,9/9/2021,P2,TG4,Confection,0.7,6472.8,9765,0.66,-0.04,549,11.7902,0.11,NADIA,36
15218,POLEX,9/9/2021,P2,TG5,Confection,0.7,3780,9255,0.41,-0.29,340,11.1176,0.11,NADIA,36
15219,TMT,9/29/2021,M1,S2,Confection,0.63,28755,51794,0.56,-0.07,2183,13.1722,0.11,Farah,39
15220,TMT,9/29/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Farah,39
15221,TMT,9/29/2021,M2,Section 11 Petit Bateau,Confection,0.55,17354.1,35170,0.49,-0.06,1897,9.14817,0.11,Farah,39
15222,TMT,9/29/2021,M2,Section 12,Confection,0.59,23190,40441,0.57,-0.02,1938,11.9659,0.15,Farah,39
15223,TUNITEX,9/29/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Maysa,39
15224,TUNITEX,9/29/2021,A2,Section 1,Confection,0.6,18082,37425,0.48,-0.12,2075,8.71422,0.12,Maysa,39
15225,TUNITEX,9/29/2021,A2,Section 2,Confection,0.6,15933,34650,0.46,-0.14,1529,10.4205,0.16,Maysa,39
15226,TUNITEX,9/29/2021,A3,Section 1,Confection,0.6,18925,36765,0.51,-0.09,1684,11.2381,0.12,Maysa,39
15227,TUNITEX,9/29/2021,A3,Section 2,Confection,0.6,18113,36750,0.49,-0.11,2308,7.84792,0.12,Maysa,39
15228,MCM,9/29/2021,MCM,MCM,Confection,0.54,16016,32100,0.5,-0.04,1633,9.80772,0.14,Maysa,39
15229,TFG,9/29/2021,TFG,TFG,Confection,0.5,15709,36315,0.43,-0.07,1411,11.1332,0.14,Maysa,39
15230,ATS,9/29/2021,ATS,ATS,Confection,0.63,22987,35355,0.65,0.02,1579,14.5579,0.11,Maysa,39
15231,SOTUINTEX,9/29/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,260.295,480,0.54,-0.21,2726,0.0954861,0,SOTUNITEX,39
15232,SOTUINTEX,9/29/2021,A,A1,Confection,0.58,10396,18037,0.58,0,226,46,0.09,SOTUNITEX,39
15233,SOTUINTEX,9/29/2021,A,A2,Confection,0.51,10396,20506,0.51,0,226,46,0.04,SOTUNITEX,39
15234,SOTUINTEX,9/29/2021,A,A3,Confection,0.55,10442,19148,0.55,0,227,46,0.01,SOTUNITEX,39
15235,SOTUINTEX,9/29/2021,B,B1,Confection,0.5,9803,26279,0.37,-0.13,270,36.3074,0.04,SOTUNITEX,39
15236,SOTUINTEX,9/29/2021,B,B2,Confection,0.8,6105,7638,0.8,0,185,33,0.17,SOTUNITEX,39
15237,SOTUINTEX,9/29/2021,C,C1,Confection,0.56,15300,27230,0.56,0,300,51,0.05,SOTUNITEX,39
15238,SOTUINTEX,9/29/2021,C,C2,Confection,0.62,16878,27299,0.62,0,382,44.1832,0.01,SOTUNITEX,39
15239,SOTUINTEX,9/29/2021,C,C3,Confection,0.63,16269,25903,0.63,0,561,29,0.06,SOTUNITEX,39
15240,TMT,9/30/2021,M1,S2,Confection,0.63,28628,53556,0.53,-0.1,2099,13.6389,0.1,Farah,39
15241,TMT,9/30/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Farah,39
15242,TMT,9/30/2021,M2,Section 11 Petit Bateau,Confection,0.55,17362,34495,0.5,-0.05,2041,8.50661,0.15,Farah,39
15243,TMT,9/30/2021,M2,Section 12,Confection,0.59,24052,40446,0.59,0,1980,12.1475,0.15,Farah,39
15244,TUNITEX,9/30/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,0,0,0,-0.75,0,0,0,Maysa,39
15245,TUNITEX,9/30/2021,A2,Section 1,Confection,0.6,18986,36430,0.52,-0.08,2018,9.40833,0.14,Maysa,39
15246,TUNITEX,9/30/2021,A2,Section 2,Confection,0.6,16606,33205,0.5,-0.1,1510,10.9974,0.18,Maysa,39
15247,TUNITEX,9/30/2021,A3,Section 1,Confection,0.6,20787,37215,0.56,-0.04,1693,12.2782,0.11,Maysa,39
15248,TUNITEX,9/30/2021,A3,Section 2,Confection,0.6,19915,37140,0.54,-0.06,2732,7.28953,0.11,Maysa,39
15249,MCM,9/30/2021,MCM,MCM,Confection,0.54,16482,31110,0.53,-0.01,1924,8.56653,0.16,Maysa,39
15250,TFG,9/30/2021,TFG,TFG,Confection,0.5,16849,38070,0.44,-0.06,1404,12.0007,0.1,Maysa,39
15251,ATS,9/30/2021,ATS,ATS,Confection,0.63,24599,37545,0.66,0.03,1664,14.7831,0.06,Maysa,39
15252,POLEX,9/10/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,14039.4,19380,0.72,-0.03,4678,3.00115,0,NADIA,36
15253,POLEX,9/10/2021,P1,PG1,Confection,0.7,7642.2,11610,0.66,-0.04,430,17.7726,0.06,NADIA,36
15254,POLEX,9/10/2021,P1,PG2,Confection,0.7,6357,9825,0.65,-0.05,524,12.1317,0.06,NADIA,36
15255,POLEX,9/10/2021,P1,PG3,Confection,0.65,3324,5349,0.62,-0.03,303,10.9703,0.06,NADIA,36
15256,POLEX,9/10/2021,P1,PG4,Confection,0.7,8352,11985,0.7,0,696,12,0.06,NADIA,36
15257,POLEX,9/10/2021,P1,PG5,Confection,0.7,7616.4,11220,0.68,-0.02,646,11.7901,0.06,NADIA,36
15258,POLEX,9/10/2021,P1,PG6,Confection,0.7,8029.2,11490,0.7,0,381,21.074,0.06,NADIA,36
15259,POLEX,9/10/2021,P2,TG1,Confection,0.7,8375.4,12040.2,0.7,0,589,14.2197,0.1,NADIA,36
15260,POLEX,9/10/2021,P2,TG2,Confection,0.7,5116.8,10155,0.5,-0.2,434,11.7899,0.1,NADIA,36
15261,POLEX,9/10/2021,P2,TG3,Confection,0.7,6225,10260,0.61,-0.09,528,11.7898,0.1,NADIA,36
15262,POLEX,9/10/2021,P2,TG4,Confection,0.7,6354.6,9690,0.66,-0.04,539,11.7896,0.1,NADIA,36
15263,POLEX,9/10/2021,P2,TG5,Confection,0.7,4174.2,6998.4,0.6,-0.1,376,11.1016,0.1,NADIA,36
15264,POLEX,9/13/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,15813.6,21600,0.73,-0.02,6088,2.5975,0,NADIA,37
15265,POLEX,9/13/2021,P1,PG1,Confection,0.7,7956.6,11985,0.66,-0.04,470,16.9289,0.08,NADIA,37
15266,POLEX,9/13/2021,P1,PG2,Confection,0.7,6211.8,10200,0.61,-0.09,512,12.1324,0.08,NADIA,37
15267,POLEX,9/13/2021,P1,PG3,Confection,0.65,3573.6,5880,0.61,-0.04,335,10.6675,0.08,NADIA,37
15268,POLEX,9/13/2021,P1,PG4,Confection,0.7,7980,11430,0.7,0,665,12,0.08,NADIA,37
15269,POLEX,9/13/2021,P1,PG5,Confection,0.7,6330.6,10965,0.58,-0.12,533,11.8773,0.08,NADIA,37
15270,POLEX,9/13/2021,P1,PG6,Confection,0.7,7993.8,11730,0.68,-0.02,678,11.7903,0.08,NADIA,37
15271,POLEX,9/13/2021,P2,TG1,Confection,0.7,8138.4,11592,0.7,0,566,14.3788,0.15,NADIA,37
15272,POLEX,9/13/2021,P2,TG2,Confection,0.7,5461.8,10642.2,0.51,-0.19,386,14.1497,0.15,NADIA,37
15273,POLEX,9/13/2021,P2,TG3,Confection,0.7,6343.2,9825,0.65,-0.05,538,11.7903,0.15,NADIA,37
15274,POLEX,9/13/2021,P2,TG4,Confection,0.7,5977.8,9180,0.65,-0.05,507,11.7905,0.15,NADIA,37
15275,POLEX,9/13/2021,P2,TG5,Confection,0.7,3778.8,6180,0.61,-0.09,321,11.772,0.15,NADIA,37
15276,POLEX,9/14/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,14400,19980,0.72,-0.03,5901,2.44026,0,NADIA,37
15277,POLEX,9/14/2021,P1,PG1,Confection,0.7,73838.4,11730,6.29,5.59,536,137.758,0.05,NADIA,37
15278,POLEX,9/14/2021,P1,PG2,Confection,0.7,6648.6,10545,0.63,-0.07,548,12.1325,0.05,NADIA,37
15279,POLEX,9/14/2021,P1,PG3,Confection,0.65,3765.6,6120,0.62,-0.03,352,10.6977,0.05,NADIA,37
15280,POLEX,9/14/2021,P1,PG4,Confection,0.7,8160,11985,0.68,-0.02,680,12,0.05,NADIA,37
15281,POLEX,9/14/2021,P1,PG5,Confection,0.7,6994.2,11610,0.6,-0.1,495,14.1297,0.05,NADIA,37
15282,POLEX,9/14/2021,P1,PG6,Confection,0.7,8005.2,12075,0.66,-0.04,679,11.7897,0.05,NADIA,37
15283,POLEX,9/14/2021,P2,TG1,Confection,0.7,6455.4,10320,0.63,-0.07,420,15.37,0.15,NADIA,37
15284,POLEX,9/14/2021,P2,TG2,Confection,0.7,7996.2,11415,0.7,0,462,17.3078,0.15,NADIA,37
15285,POLEX,9/14/2021,P2,TG3,Confection,0.7,6095.4,9315,0.65,-0.05,517,11.7899,0.15,NADIA,37
15286,POLEX,9/14/2021,P2,TG4,Confection,0.7,6414,9690,0.66,-0.04,544,11.7904,0.15,NADIA,37
15287,POLEX,9/14/2021,P2,TG5,Confection,0.7,4150.2,6463.8,0.64,-0.06,362,11.4646,0.15,NADIA,37
15288,POLEX,9/15/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13468,18240,0.74,-0.01,5677,2.37238,0,NADIA,37
15289,POLEX,9/15/2021,P1,PG1,Confection,0.7,7914.6,11730,0.67,-0.03,545,14.5222,0.06,NADIA,37
15290,POLEX,9/15/2021,P1,PG2,Confection,0.7,6284.4,9180,0.68,-0.02,518,12.132,0.06,NADIA,37
15291,POLEX,9/15/2021,P1,PG3,Confection,0.65,3126,6120,0.51,-0.14,293,10.6689,0.06,NADIA,37
15292,POLEX,9/15/2021,P1,PG4,Confection,0.7,8244,11985,0.69,-0.01,687,12,0.06,NADIA,37
15293,POLEX,9/15/2021,P1,PG5,Confection,0.7,5751,11730,0.49,-0.21,407,14.1302,0.06,NADIA,37
15294,POLEX,9/15/2021,P1,PG6,Confection,0.7,5739.6,11535,0.5,-0.2,455,12.6145,0.06,NADIA,37
15295,POLEX,9/15/2021,P2,TG1,Confection,0.7,6838.2,9690,0.71,0.01,387,17.6698,0.15,NADIA,37
15296,POLEX,9/15/2021,P2,TG2,Confection,0.7,7863,11220,0.7,0,445,17.6697,0.15,NADIA,37
15297,POLEX,9/15/2021,P2,TG3,Confection,0.7,6201.6,10005,0.62,-0.08,526,11.7901,0.15,NADIA,37
15298,POLEX,9/15/2021,P2,TG4,Confection,0.7,6319.2,9555,0.66,-0.04,536,11.7896,0.15,NADIA,37
15299,POLEX,9/15/2021,P2,TG5,Confection,0.7,4730.4,7080,0.67,-0.03,425,11.1304,0.15,NADIA,37
15300,POLEX,9/16/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13561.2,18360,0.74,-0.01,5683,2.38627,0,NADIA,37
15301,POLEX,9/16/2021,P1,PG1,Confection,0.7,7784.4,12240,0.64,-0.06,537,14.4961,0.03,NADIA,37
15302,POLEX,9/16/2021,P1,PG2,Confection,0.7,7509.6,11760,0.64,-0.06,619,12.1318,0.03,NADIA,37
15303,POLEX,9/16/2021,P1,PG3,Confection,0.65,2443.2,6465,0.38,-0.27,229,10.669,0.03,NADIA,37
15304,POLEX,9/16/2021,P1,PG4,Confection,0.7,7833,11985,0.65,-0.05,647,12.1066,0.03,NADIA,37
15305,POLEX,9/16/2021,P1,PG5,Confection,0.7,2358,10830,0.22,-0.48,200,11.79,0.03,NADIA,37
15306,POLEX,9/16/2021,P1,PG6,Confection,0.7,7822.2,11220,0.7,0,637,12.2797,0.03,NADIA,37
15307,POLEX,9/16/2021,P2,TG1,Confection,0.7,5093.4,9180,0.55,-0.15,299,17.0348,0.14,NADIA,37
15308,POLEX,9/16/2021,P2,TG2,Confection,0.7,8110.8,11475,0.71,0.01,459,17.6706,0.14,NADIA,37
15309,POLEX,9/16/2021,P2,TG3,Confection,0.7,6402,10335,0.62,-0.08,543,11.7901,0.14,NADIA,37
15310,POLEX,9/16/2021,P2,TG4,Confection,0.7,6307.8,9405,0.67,-0.03,535,11.7903,0.14,NADIA,37
15311,POLEX,9/16/2021,P2,TG5,Confection,0.7,4714.2,7080,0.67,-0.03,424,11.1184,0.14,NADIA,37
15312,POLEX,9/20/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,13518,18360,0.74,-0.01,5480,2.46679,0,NADIA,38
